,Area,BHK,Bathroom,Furnishing,Locality,Price
438,2306.0,3,3.0,Unfurnished,The Leela Sky,57000000
439,850.0,2,3.0,Semi-Furnished,Patel Nagar West,5900000
440,140.0,3,2.0,Unfurnished,other,12000000
441,900.0,3,2.0,Unfurnished,Patel Nagar West,12000000
442,1800.0,3,3.0,Unfurnished,Patel Nagar West,24000000
443,200.0,1,1.0,Semi-Furnished,Patel Nagar East,7000000
444,1782.0,3,3.0,Semi-Furnished,Patel Nagar East,15000000
445,900.0,2,2.0,Furnished,other,1500000
446,405.0,2,1.0,Semi-Furnished,Patel Nagar West,3950000
447,1500.0,3,3.0,Unfurnished,Patel Nagar West,12500000
448,66.0,3,1.0,Unfurnished,other,1600000
449,2000.0,4,4.0,Unfurnished,DDA Flats Vasant,36500000
450,1200.0,3,2.0,Semi-Furnished,DDA Flats Vasant,20000000
451,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000
452,1400.0,3,2.0,Semi-Furnished,Vasant Kunj,25000000
453,1600.0,3,2.0,Semi-Furnished,DDA Flats Vasant,18500000
454,1600.0,4,3.0,Unfurnished,DDA Flats Pocket,23500000
455,600.0,1,1.0,Semi-Furnished,Vasant Kunj,8000000
456,1600.0,3,2.0,Unfurnished,other,23000000
457,2000.0,3,3.0,Unfurnished,DDA Flats Vasant,31000000
458,650.0,1,2.0,Semi-Furnished,other,7400000
459,1100.0,2,2.0,Unfurnished,Vasant Kunj,15500000
460,1075.0,2,2.0,Semi-Furnished,other,12000000
461,1450.0,3,2.0,Semi-Furnished,DDA Flats Vasant,23500000
462,1200.0,3,2.0,Semi-Furnished,Vasant Kunj Sector,25000000
463,600.0,1,2.0,Unfurnished,other,7000000
464,1000.0,2,2.0,Unfurnished,DDA Flats Vasant,17500000
465,1600.0,3,2.0,Semi-Furnished,other,25000000
466,1750.0,4,4.0,Unfurnished,Vasant Kunj Sector,29000000
467,1300.0,3,3.0,Semi-Furnished,other,21900000
468,550.0,1,2.0,Furnished,Vasant Kunj Sector,7500000
469,2200.0,4,3.0,Semi-Furnished,DDA Flats Vasant,23500000
470,1100.0,2,2.0,Semi-Furnished,Vasant Kunj Sector,24000000
471,1700.0,3,2.0,Semi-Furnished,Vasant Kunj,31000000
472,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,16500000
473,1000.0,2,2.0,Furnished,other,5000000
474,1350.0,3,2.0,Furnished,other,24000000
475,1184.0,2,2.0,Semi-Furnished,other,17000000
476,2000.0,4,2.0,Furnished,Vasant Kunj Sector,40000000
477,3500.0,4,4.0,Semi-Furnished,Vasant Kunj,22500000
478,900.0,3,3.0,Furnished,Vasant Kunj,20000000
479,4688.0,5,4.0,Unfurnished,The Leela Sky,135000000
480,750.0,2,2.0,Semi-Furnished,J R Designers,5000000
481,3901.0,4,4.0,Unfurnished,The Leela Sky,93000000
482,950.0,3,2.0,Furnished,other,4370000
483,1000.0,3,2.0,Unfurnished,other,4620000
484,850.0,2,1.0,Semi-Furnished,other,1900000
485,2400.0,4,4.0,Semi-Furnished,other,70000000
486,1350.0,3,2.0,Unfurnished,other,5130000
487,540.0,2,2.0,Semi-Furnished,other,3000000
488,1387.0,4,4.0,Unfurnished,other,5890000
489,540.0,2,2.0,Semi-Furnished,other,3300000
490,976.0,2,2.0,Furnished,Godrej South Estate,24900000
491,1050.0,3,2.0,Unfurnished,other,3700000
492,2700.0,4,3.0,Semi-Furnished,other,60000000
493,1500.0,3,2.0,Unfurnished,other,17400000
494,2900.0,5,5.0,Furnished,other,51000000
495,5025.0,5,6.0,Unfurnished,Greater Kailash,170000000
496,1000.0,3,2.0,Semi-Furnished,other,5510000
497,1135.0,3,3.0,Furnished,The Amaryllis Karol,25000000
498,2306.0,3,3.0,Unfurnished,The Leela Sky,57000000
499,850.0,2,2.0,Semi-Furnished,other,2940000
500,1200.0,3,3.0,Semi-Furnished,other,15500000
501,1700.0,3,2.0,Semi-Furnished,other,17200000
502,1800.0,4,3.0,Semi-Furnished,other,55000000
503,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000
504,22050.0,4,4.0,Semi-Furnished,Greater Kailash,51000000
505,1550.0,4,3.0,Semi-Furnished,Rohini Sector,13000000
506,1600.0,3,3.0,Semi-Furnished,Greater Kailash,30000000
507,700.0,2,2.0,Semi-Furnished,other,2400000
508,45.0,4,3.0,Unfurnished,other,5500000
509,450.0,2,2.0,Unfurnished,other,2900000
510,540.0,5,2.0,Unfurnished,other,17000000
511,1350.0,3,3.0,Unfurnished,other,25000000
512,2250.0,3,2.0,Unfurnished,other,10000000
513,1250.0,2,1.0,Semi-Furnished,other,7500000
514,504.0,3,1.0,Semi-Furnished,other,3600000
515,65.0,3,2.0,Semi-Furnished,other,35000000
516,450.0,2,1.0,Unfurnished,other,6000000
517,1800.0,4,2.0,Furnished,other,17500000
518,1800.0,4,3.0,Furnished,other,35000000
519,1530.0,5,2.0,Furnished,other,10200000
520,1750.0,4,4.0,Unfurnished,Vasant Kunj Sector,29000000
521,2210.0,4,3.0,Semi-Furnished,Sukhdev Vihar Okhla,41000000
522,760.0,3,2.0,Furnished,other,6000000
523,400.0,2,1.0,Furnished,other,2500000
524,380.0,1,1.0,Unfurnished,other,2200000
525,904.1676,2,2.0,Furnished,other,21500000
526,900.0,4,1.0,Furnished,other,15000000
527,810.0,5,6.0,Furnished,other,28900000
528,100.0,3,2.0,Unfurnished,other,5500000
529,50.0,2,1.0,Semi-Furnished,other,1950000
530,58.0,2,1.0,Unfurnished,other,3800000
531,900.0,2,1.0,Semi-Furnished,other,6200000
532,1650.0,4,3.0,Furnished,Shahdara,14000000
533,1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000
534,852.0,2,2.0,Unfurnished,other,2670000
535,700.0,2,2.0,Semi-Furnished,Shahdara,2500000
536,990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000
537,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,3500000
538,1000.0,2,2.0,Unfurnished,Laxmi Nagar,5000000
539,1700.0,4,3.0,Semi-Furnished,Saket,29500000
540,1350.0,3,2.0,Unfurnished,other,19000000
541,2100.0,4,3.0,Furnished,Saket,25500000
542,2600.0,4,4.0,Semi-Furnished,Saket,75000000
543,3000.0,4,5.0,Semi-Furnished,Saket,75000000
544,1450.0,3,3.0,Semi-Furnished,other,34000000
545,2050.0,4,4.0,Semi-Furnished,Saket,47500000
546,3000.0,4,5.0,Semi-Furnished,other,75000000
547,1800.0,3,3.0,Semi-Furnished,other,23000000
548,900.0,3,2.0,Semi-Furnished,other,24000000
549,1500.0,3,2.0,Semi-Furnished,other,21500000
550,1500.0,3,2.0,Semi-Furnished,Saket,28500000
551,1800.0,4,4.0,Semi-Furnished,other,12500000
552,1674.0,3,3.0,Unfurnished,Saket,45000000
553,2025.0,4,3.0,Furnished,Saket,30500000
554,1300.0,3,3.0,Semi-Furnished,Saket,22500000
555,990.0,3,3.0,Furnished,other,28000000
556,2100.0,3,4.0,Semi-Furnished,Saket,25000000
557,2250.0,4,4.0,Semi-Furnished,Saket,33700000
558,1500.0,3,3.0,Semi-Furnished,Saket,27000000
559,2700.0,4,4.0,Semi-Furnished,Saket,43500000
560,1700.0,3,3.0,Semi-Furnished,other,29000000
561,1700.0,3,3.0,Semi-Furnished,Saket,30000000
562,2050.0,4,4.0,Semi-Furnished,Saket,52100000
563,1800.0,3,3.0,Unfurnished,Saket,32500000
564,1500.0,3,2.0,Semi-Furnished,Saket,20500000
565,2000.0,4,3.0,Semi-Furnished,Saket,25000000
566,1500.0,3,3.0,Semi-Furnished,Saket,30000000
567,24300.0,4,5.0,Semi-Furnished,Saket,51000000
568,2475.0,4,4.0,Semi-Furnished,Saket,31000000
569,1800.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000
570,1300.0,3,3.0,Semi-Furnished,other,32500000
571,1500.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000
572,2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,55000000
573,1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,87500000
574,1100.0,2,2.0,Unfurnished,Safdarjung Enclave,16300000
575,2035.0,4,4.0,Unfurnished,Safdarjung Enclave,65000000
576,1100.0,3,3.0,Unfurnished,other,25000000
577,1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,38000000
578,700.0,2,2.0,Unfurnished,Safdarjung Enclave,15000000
579,150.0,2,1.0,Semi-Furnished,other,2000000
580,540.0,1,1.0,Unfurnished,other,3000000
581,810.0,2,2.0,Semi-Furnished,other,8500000
582,3250.0,4,4.0,Semi-Furnished,other,55000000
583,1600.0,3,3.0,Semi-Furnished,Safdarjung Enclave,22500000
584,4000.0,4,4.0,Semi-Furnished,Safdarjung Enclave,72500000
585,5500.0,6,7.0,Furnished,Safdarjung Enclave,160000000
586,900.0,3,3.0,Semi-Furnished,other,12500000
587,972.0,2,2.0,Semi-Furnished,Safdarjung Enclave,17000000
588,4150.0,4,4.0,Unfurnished,Safdarjung Enclave,82500000
589,2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,55000000
590,1650.0,3,3.0,Semi-Furnished,Safdarjung Enclave,35000000
591,2610.0,4,4.0,Semi-Furnished,other,42500000
592,600.0,2,2.0,Semi-Furnished,other,4700000
593,1700.0,4,5.0,Unfurnished,Safdarjung Enclave,52500000
594,2250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,80000000
595,880.0,3,2.0,Unfurnished,other,11000000
596,4200.0,4,5.0,Semi-Furnished,Safdarjung Enclave,74000000
597,1450.0,3,3.0,Semi-Furnished,other,37500000
598,2200.0,4,4.0,Semi-Furnished,other,52500000
599,1620.0,3,3.0,Semi-Furnished,other,26000000
600,1078.0,3,2.0,Unfurnished,Paschim Vihar,15500000
601,1710.0,3,3.0,Unfurnished,other,22000000
602,1150.0,3,3.0,Semi-Furnished,other,21000000
603,450.0,2,2.0,Semi-Furnished,other,5000000
604,1818.0,3,3.0,Unfurnished,Paschim Vihar,22000000
605,1800.0,3,2.0,Unfurnished,other,26500000
606,780.0,2,2.0,Unfurnished,other,8770000
607,405.0,1,1.0,Semi-Furnished,DDA Lig Flats,4500000
608,900.0,2,3.0,Semi-Furnished,Paschim Vihar,8500000
609,807.2925,2,2.0,Unfurnished,other,8600000
610,2700.0,4,3.0,Semi-Furnished,other,42500000
611,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,13100000
612,585.0,2,2.0,Unfurnished,other,7000000
613,2152.78,3,3.0,Furnished,other,30000000
614,960.0,2,2.0,Semi-Furnished,other,13000000
615,1800.0,4,3.0,Unfurnished,other,23100000
616,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,16000000
617,900.0,2,2.0,Unfurnished,Paschim Vihar,12500000
618,1620.0,3,3.0,Furnished,other,24500000
619,378.0,1,1.0,Unfurnished,other,3200000
620,800.0,3,2.0,Unfurnished,DDA Lig Flats,6300000
621,1350.0,3,3.0,Semi-Furnished,other,15000000
622,850.0,3,3.0,Unfurnished,other,5700000
623,1580.0,3,2.0,Furnished,other,21000000
624,820.0,2,3.0,Unfurnished,Paschim Vihar,7500000
625,594.0,2,1.0,Semi-Furnished,other,6500000
626,14220.0,3,3.0,Semi-Furnished,other,27500000
627,800.0,3,2.0,Unfurnished,other,12000000
628,1500.0,3,2.0,Semi-Furnished,other,18000000
629,1600.0,3,3.0,Semi-Furnished,other,15600000
630,1650.0,3,3.0,Semi-Furnished,other,15500000
631,1600.0,3,3.0,Semi-Furnished,other,15200000
632,1900.0,3,3.0,Furnished,other,25000000
633,1400.0,3,2.0,Furnished,other,15000000
634,1550.0,3,2.0,Semi-Furnished,other,15800000
635,2000.0,4,3.0,Furnished,other,31500000
636,1500.0,3,3.0,Semi-Furnished,other,14000000
637,1550.0,3,2.0,Semi-Furnished,Aashirwaad Chowk Dwarka,13200000
638,1600.0,3,2.0,Semi-Furnished,other,15800000
639,1600.0,3,3.0,Unfurnished,other,16200000
640,1800.0,3,2.0,Semi-Furnished,other,15500000
641,1470.0,3,2.0,Semi-Furnished,Aashirwaad Chowk Dwarka,14500000
642,1500.0,3,2.0,Semi-Furnished,Aashirwaad Chowk Dwarka,14900000
643,1750.0,3,3.0,Furnished,other,17200000
644,1650.0,3,3.0,Furnished,other,18000000
645,1850.0,3,2.0,Semi-Furnished,Aashirwaad Chowk Dwarka,15500000
646,1480.0,3,2.0,Furnished,other,15800000
647,1214.0,2,2.0,Furnished,other,12600000
648,1380.0,3,2.0,Semi-Furnished,Aashirwaad Chowk Dwarka,15000000
649,1600.0,4,2.0,Furnished,other,19500000
650,1585.0,3,3.0,Semi-Furnished,other,16600000
651,1700.0,3,3.0,Semi-Furnished,Aashirwaad Chowk Dwarka,17200000
652,1200.0,2,2.0,Semi-Furnished,other,13000000
653,1800.0,4,3.0,Semi-Furnished,other,16500000
654,1000.0,2,2.0,Semi-Furnished,other,10700000
655,1500.0,3,2.0,Furnished,other,16200000
656,1700.0,3,2.0,Furnished,other,16500000
657,1750.0,3,2.0,Furnished,other,14900000
658,2700.0,4,3.0,Furnished,other,27500000
659,3050.0,5,6.0,Semi-Furnished,Commonwealth Games Village,62500000
660,3405.0,5,5.0,Semi-Furnished,Common Wealth Games,70000000
661,1500.0,3,3.0,Semi-Furnished,Commonwealth Games Village,35500000
662,2105.0,3,3.0,Unfurnished,Common Wealth Games,42100000
663,2500.0,4,5.0,Semi-Furnished,Project Commonwealth Games,42500000
664,2090.0,3,4.0,Semi-Furnished,Common Wealth Games,44000000
665,2525.0,4,5.0,Semi-Furnished,Project Commonwealth Games,43200000
666,2500.0,4,4.0,Semi-Furnished,Project Commonwealth Games,52500000
667,2100.0,3,4.0,Furnished,Common Wealth Games,34300000
668,2022.0,3,3.0,Semi-Furnished,Project Commonwealth Games,38000000
669,2650.0,4,5.0,Furnished,Commonwealth Games Village,52500000
670,1850.0,3,3.0,Unfurnished,Common Wealth Games,37500000
671,2100.0,3,3.0,Semi-Furnished,Common Wealth Games,37000000
672,1700.0,3,4.0,Semi-Furnished,Commonwealth Games Village,40000000
673,2105.0,3,3.0,Semi-Furnished,Common Wealth Games,36200000
674,1250.0,2,3.0,Semi-Furnished,Common Wealth Games,29000000
675,2552.0,4,5.0,Furnished,Project Commonwealth Games,42500000
676,3112.0,5,6.0,Semi-Furnished,Commonwealth Games Village,60000000
677,2125.0,3,3.0,Semi-Furnished,Project Commonwealth Games,36500000
678,2065.0,3,4.0,Semi-Furnished,Common Wealth Games,42500000
679,3405.0,5,4.0,Semi-Furnished,Common Wealth Games,71500000
680,3050.0,5,5.0,Semi-Furnished,Common Wealth Games,65000000
681,2300.0,5,6.0,Semi-Furnished,Common Wealth Games,58000000
682,1455.0,2,2.0,Semi-Furnished,Commonwealth Games Village,27500000
683,3400.0,5,5.0,Semi-Furnished,Project Commonwealth Games,70000000
684,3100.0,5,5.0,Semi-Furnished,Common Wealth Games,65000000
685,1400.0,2,3.0,Unfurnished,Common Wealth Games,28600000
686,2126.0,3,3.0,Semi-Furnished,Common Wealth Games,39000000
687,1815.0,3,3.0,Semi-Furnished,Commonwealth Games Village,32500000
688,1700.0,3,3.0,Unfurnished,Project Commonwealth Games,34000000
689,700.0,2,2.0,Unfurnished,Alaknanda,16500000
690,980.0,2,2.0,Semi-Furnished,other,13800000
691,1350.0,3,3.0,Semi-Furnished,Narmada Apartment Alaknanda,21000000
692,1800.0,3,3.0,Semi-Furnished,other,22500000
693,968.751,2,2.0,Semi-Furnished,other,15000000
694,1250.0,3,3.0,Semi-Furnished,Narmada Apartment Alaknanda,20000000
695,1800.0,3,3.0,Furnished,other,20000000
696,1400.0,3,2.0,Semi-Furnished,other,26000000
697,1000.0,3,3.0,Semi-Furnished,Narmada Apartment Alaknanda,19500000
698,1800.0,4,2.0,Semi-Furnished,other,21500000
699,1500.0,3,3.0,Unfurnished,Alaknanda,26500000
700,1600.0,3,3.0,Semi-Furnished,Narmada Apartment Alaknanda,20000000
701,1400.0,3,3.0,Furnished,Narmada Apartment Alaknanda,18000000
702,1400.0,3,2.0,Unfurnished,Alaknanda,19000000
703,2700.0,4,4.0,Unfurnished,Greater Kailash,36500000
704,1100.0,2,2.0,Unfurnished,Alaknanda,15000000
705,1200.0,2,2.0,Semi-Furnished,Alaknanda,17500000
706,1400.0,2,2.0,Semi-Furnished,Alaknanda,14000000
707,1500.0,3,3.0,Semi-Furnished,other,21000000
708,1320.0,3,2.0,Unfurnished,Alaknanda,15600000
709,1300.0,3,3.0,Unfurnished,other,19000000
710,1150.0,2,2.0,Unfurnished,Narmada Apartment Alaknanda,16500000
711,1440.0,3,3.0,Unfurnished,Alaknanda,19000000
712,1400.0,2,2.0,Unfurnished,Nilgiri Apartment Alaknanda,16500000
713,450.0,1,1.0,Semi-Furnished,Alaknanda,3000000
714,1300.0,2,2.0,Semi-Furnished,other,15000000
715,1200.0,2,2.0,Unfurnished,Nilgiri Apartment Alaknanda,14300000
716,1300.0,3,2.0,Unfurnished,Nilgiri Apartment Alaknanda,18500000
717,1400.0,3,3.0,Furnished,other,19000000
718,1400.0,3,3.0,Semi-Furnished,Alaknanda,19000000
719,1500.0,3,2.0,Semi-Furnished,other,13500000
720,1600.0,4,2.0,Semi-Furnished,DDA Flats Sarita,15800000
721,1200.0,10,4.0,Semi-Furnished,DDA Flats Sarita,17000000
722,1600.0,4,2.0,Semi-Furnished,DDA Flats Sarita,15500000
723,1250.0,3,2.0,Semi-Furnished,DDA Flats Sarita,16000000
724,950.0,2,2.0,Furnished,DDA Flats Sarita,12900000
725,1200.0,3,3.0,Furnished,DDA Flats Sarita,13500000
726,1400.0,4,2.0,Furnished,DDA Flats Sarita,17800000
727,950.0,2,2.0,Furnished,DDA Flats Sarita,13200000
728,1350.0,3,3.0,Semi-Furnished,DDA Flats Sarita,14000000
729,1550.0,4,2.0,Furnished,DDA Flats Sarita,17500000
730,1300.0,3,2.0,Semi-Furnished,DDA Flats Sarita,17000000
731,1000.0,2,2.0,Furnished,DDA Flats Sarita,13000000
732,1500.0,3,3.0,Furnished,DDA Flats Sarita,17000000
733,950.0,2,2.0,Furnished,DDA Flats Sarita,12700000
734,1200.0,3,2.0,Furnished,DDA Flats Sarita,13500000
735,1400.0,4,2.0,Furnished,DDA Flats Sarita,17400000
736,1500.0,4,2.0,Furnished,DDA Flats Sarita,17800000
737,1050.0,2,2.0,Furnished,DDA Flats Sarita,12700000
738,1550.0,4,2.0,Furnished,DDA Flats Sarita,16200000
739,950.0,2,2.0,Furnished,DDA Flats Sarita,11100000
740,1150.0,2,2.0,Furnished,DDA Flats Sarita,13600000
741,1150.0,2,2.0,Furnished,DDA Flats Sarita,13100000
742,1150.0,2,2.0,Furnished,DDA Flats Sarita,12500000
743,1500.0,3,2.0,Furnished,DDA Flats Sarita,13600000
744,1800.0,4,4.0,Furnished,other,12000000
745,1300.0,3,3.0,Furnished,other,20000000
746,1150.0,2,2.0,Unfurnished,other,13500000
747,1500.0,3,2.0,Unfurnished,other,14000000
748,1150.0,2,2.0,Semi-Furnished,DDA Flats Sarita,10800000
749,900.0,3,2.0,Semi-Furnished,New Manglapuri Sultanpur,9000000
750,1150.0,3,2.0,Semi-Furnished,New Manglapuri Sultanpur,6300000
751,1000.0,3,3.0,Semi-Furnished,other,5500000
752,450.0,1,1.0,Semi-Furnished,New Manglapuri Sultanpur,2350000
753,1350.0,3,3.0,Semi-Furnished,Sultanpur,8500000
754,445.0,1,2.0,Semi-Furnished,other,1650000
755,1200.0,2,2.0,Semi-Furnished,other,10000000
756,50.0,1,1.0,Unfurnished,other,1500000
757,1100.0,2,2.0,Semi-Furnished,other,2800000
758,700.0,2,2.0,Semi-Furnished,other,2600000
759,500.0,1,1.0,Furnished,New Manglapuri Sultanpur,2350000
760,540.0,1,1.0,Unfurnished,other,2350000
761,450.0,1,1.0,Unfurnished,Sultanpur,2000000
762,800.0,2,2.0,Semi-Furnished,Sultanpur,5000000
763,700.0,2,2.0,Semi-Furnished,New Manglapuri Sultanpur,3500000
764,750.0,2,2.0,Semi-Furnished,Sultanpur,4500000
765,750.0,2,2.0,Unfurnished,Sultanpur,4000000
766,1600.0,3,3.0,Unfurnished,New Manglapuri Sultanpur,10800000
767,1000.0,3,2.0,Unfurnished,New Manglapuri Sultanpur,10000000
768,1600.0,3,3.0,Unfurnished,New Manglapuri Sultanpur,10800000
769,900.0,3,2.0,Semi-Furnished,other,9000000
770,1700.0,3,3.0,Semi-Furnished,New Manglapuri Sultanpur,8500000
771,1100.0,3,2.0,Semi-Furnished,New Manglapuri Sultanpur,6000000
772,1000.0,3,3.0,Semi-Furnished,New Manglapuri Sultanpur,5500000
773,1000.0,3,2.0,Semi-Furnished,other,7000000
774,1100.0,3,2.0,Furnished,Sultanpur,6000000
775,765.0,3,2.0,Unfurnished,other,3700000
776,900.0,2,2.0,Semi-Furnished,other,3100000
777,600.0,2,2.0,Unfurnished,Sultanpur,4500000
778,360.0,1,1.0,Semi-Furnished,other,1500000
779,950.0,3,2.0,Semi-Furnished,Chhattarpur,7090000
780,3600.0,2,2.0,Semi-Furnished,other,4500000
781,1305.0,4,3.0,Unfurnished,other,5500000
782,1800.0,3,4.0,Semi-Furnished,Chhattarpur,63000000
783,950.0,3,2.0,Semi-Furnished,Chhattarpur,6990000
784,800.0,2,2.0,Semi-Furnished,Chhattarpur,4400000
785,1800.0,4,4.0,Semi-Furnished,Chhattarpur Enclave Phase,12500000
786,800.0,2,2.0,Semi-Furnished,Chhattarpur,3000000
787,675.0,2,2.0,Semi-Furnished,Chhattarpur,2800000
788,1175.0,3,3.0,Unfurnished,other,5000000
789,1500.0,3,3.0,Unfurnished,Chhattarpur,6000000
790,810.0,2,2.0,Unfurnished,Chhattarpur,4500000
791,630.0,2,2.0,Unfurnished,Chhattarpur Enclave Phase,2800000
792,650.0,2,2.0,Semi-Furnished,Chhattarpur,2500000
793,1800.0,4,4.0,Semi-Furnished,Chhattarpur Enclave Phase,8500000
794,725.0,2,2.0,Furnished,Chhattarpur,3000000
795,900.0,3,2.0,Semi-Furnished,Chhattarpur,4900000
796,750.0,2,2.0,Unfurnished,Chhattarpur,3500000
797,700.0,2,2.0,Semi-Furnished,Chhattarpur Enclave Phase,3000000
798,950.0,3,2.0,Semi-Furnished,Chhattarpur,7020000
799,1600.0,3,4.0,Unfurnished,other,60000000
800,900.0,2,2.0,Semi-Furnished,Chhattarpur,3500000
801,1500.0,3,3.0,Semi-Furnished,Chhattarpur,7000000
802,500.0,2,1.0,Semi-Furnished,Chhattarpur Enclave Phase,7000000
803,1035.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase,4500000
804,825.0,3,2.0,Semi-Furnished,other,5990000
805,1300.0,3,3.0,Semi-Furnished,Chhattarpur,4400000
806,765.0,2,2.0,Unfurnished,Chhattarpur,2500000
807,580.0,1,1.0,Semi-Furnished,Chhattarpur Enclave Phase,1600000
808,1750.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase,6500000
809,650.0,2,2.0,Semi-Furnished,Mehrauli,2750000
810,405.0,1,1.0,Semi-Furnished,Mehrauli,1500000
811,675.0,2,1.0,Unfurnished,Mehrauli,2200000
812,850.0,2,2.0,Semi-Furnished,Mehrauli,2800000
813,800.0,3,3.0,Semi-Furnished,Mehrauli,4500000
814,405.0,1,1.0,Furnished,Mehrauli,1800000
815,1350.0,3,3.0,Unfurnished,Mehrauli,8500000
816,1350.0,3,3.0,Unfurnished,Mehrauli,8500000
817,450.0,1,1.0,Unfurnished,Mehrauli,1700000
818,1300.0,3,3.0,Semi-Furnished,other,7000000
819,1050.0,3,2.0,Unfurnished,Mehrauli,5600000
820,1675.0,4,3.0,Furnished,Mehrauli,13500000
821,1250.0,3,3.0,Unfurnished,Mehrauli,8500000
822,1080.0,3,3.0,Unfurnished,Mehrauli,6000000
823,1170.0,3,3.0,Unfurnished,other,7200000
824,1250.0,3,2.0,Semi-Furnished,other,6500000
825,1500.0,3,3.0,Semi-Furnished,other,8400000
826,1350.0,3,3.0,Unfurnished,Mehrauli,8500000
827,855.0,2,2.0,Semi-Furnished,Mehrauli,4000000
828,540.0,1,1.0,Unfurnished,Mehrauli,1700000
829,1044.0983,3,2.0,Unfurnished,Mehrauli,6000000
830,405.0,1,1.0,Semi-Furnished,Mehrauli,1600000
831,500.0,1,2.0,Semi-Furnished,Mehrauli,2100000
832,450.0,1,1.0,Furnished,Mehrauli,1700000
833,405.0,1,1.0,Unfurnished,other,1500000
834,405.0,1,1.0,Unfurnished,Mehrauli,1200000
835,450.0,1,1.0,Unfurnished,other,1650000
836,173.0,2,2.0,Unfurnished,Mehrauli,3500000
837,1100.0,3,2.0,Unfurnished,Mehrauli,8500000
838,600.0,2,2.0,Unfurnished,Mehrauli,3200000
839,800.0,3,2.0,Semi-Furnished,Mahavir Enclave,4400000
840,990.0,4,3.0,Unfurnished,Mahavir Enclave Part,7200000
841,1100.0,3,2.0,Semi-Furnished,Mahavir Enclave Part,7500000
842,1100.0,3,2.0,Unfurnished,Mahavir Enclave,6500000
843,527.0,2,2.0,Semi-Furnished,Mahavir Enclave Part,3500000
844,1000.0,2,2.0,Semi-Furnished,Mahavir Enclave Part,6500000
845,1000.0,3,2.0,Semi-Furnished,Mahavir Enclave Part,6200000
846,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part,2500000
847,600.0,2,2.0,Semi-Furnished,Mahavir Enclave,3000000
848,950.0,3,2.0,Furnished,Mahavir Enclave Part,6000000
849,855.0,3,2.0,Unfurnished,Mahavir Enclave Part,4800000
850,770.0,2,2.0,Semi-Furnished,Mahavir Enclave,3790000
851,810.0,3,2.0,Semi-Furnished,Mahavir Enclave,4200000
852,710.0,2,2.0,Unfurnished,Mahavir Enclave,2900000
853,950.0,3,2.0,Unfurnished,Mahavir Enclave Part,5000000
854,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part,2100000
855,500.0,2,2.0,Semi-Furnished,Mahavir Enclave Part,3200000
856,600.0,2,1.0,Semi-Furnished,Mahavir Enclave Part,3000000
857,420.0,1,1.0,Unfurnished,Mahavir Enclave Part,2300000
858,900.0,3,2.0,Semi-Furnished,Mahavir Enclave Part,5900000
859,945.0,3,2.0,Semi-Furnished,Mahavir Enclave Part,5500000
860,565.0,2,2.0,Unfurnished,other,3500000
861,450.0,2,1.0,Semi-Furnished,Mahavir Enclave Part,1700000
862,430.0,1,1.0,Unfurnished,Mahavir Enclave,1850000
863,550.0,2,2.0,Unfurnished,Mahavir Enclave,2300000
864,810.0,3,2.0,Furnished,Mahavir Enclave,3800000
865,720.0,3,2.0,Semi-Furnished,Mahavir Enclave Part,4500000
866,360.0,2,1.0,Semi-Furnished,other,2200000
867,820.0,3,2.0,Semi-Furnished,Mahavir Enclave,5200000
868,459.0,2,2.0,Semi-Furnished,Mahavir Enclave Part,2200000
869,378.0,1,2.0,Unfurnished,other,1500000
870,450.0,1,1.0,Furnished,DDA Flats Pocket,2200000
871,900.0,2,2.0,Semi-Furnished,DDA Flats Pocket,3800000
872,360.0,1,1.0,Unfurnished,other,1800000
873,559.7228,2,2.0,Furnished,Narela,2850000
874,350.0,1,1.0,Unfurnished,Narela,2500000
875,365.0,1,1.0,Unfurnished,Narela,3500000
876,390.0,1,1.0,Unfurnished,DDA Lig Flats,2000000
877,350.0,1,1.0,Unfurnished,DDA Flats Pocket,3000000
878,210.0,1,1.0,Semi-Furnished,DDA Lig Flats,2000000
879,50.0,1,1.0,Unfurnished,DDA Lig Flats,3500000
880,500.0,1,1.0,Unfurnished,other,1800000
881,350.0,1,1.0,Unfurnished,DDA Lig Flats,1600000
882,379.0,1,1.0,Unfurnished,DDA Lig Flats,1600000
883,236.8058,1,1.0,Unfurnished,Narela,2000000
